Gene,DifferentiatingProgenitors_44hpf,DorsalProgenitors_24hpf,Epidermis,FloorPlate,GlialCells,HeadMesenchymeAndEpidermis,HindbrainNeurons,ImmatureNeurons,Mesendoderm_16hpf_24hpf,NeuralCrest_16hpf,NeuralCrest_24hpf_44hpf,OticAndCranialGanglia,OticVesicle,PharyngealArches,Progenitors_16hpf,Vasculature,VMP_24hpf
cdca7b,0.025114155,0.389250814,0.205607477,0.147540984,0.071568627,0.226470588,0.008183306,0.004103967,0.429213483,0.598623853,0.288381743,0.147435897,0.291666667,0.428571429,0.621082621,0.107142857,0.379821958
si:ch73-345f18.3,0,0,0,0,0,0,0,0,0,0,0.002074689,0,0,0,0.000569801,0,0
fam126a,0.021689498,0.068403909,0.177570093,0.049180328,0.033333333,0.044117647,0.045826514,0.031463748,0.069662921,0.158256881,0.056016598,0.03525641,0.058333333,0.06122449,0.104273504,0.214285714,0.081602374
si:ch73-24k9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomm7,0.285388128,0.439739414,0.514018692,0.327868852,0.297058824,0.382352941,0.446808511,0.343365253,0.683146067,0.834862385,0.502074689,0.519230769,0.670833333,0.666666667,0.693447293,0.607142857,0.413946588
il6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0,0,0
clec3bb,0.002283105,0.001628664,0,0,0,0,0.001636661,0,0,0.002293578,0.004149378,0.006410256,0,0,0,0,0
exosc7,0.053652968,0.234527687,0.205607477,0.081967213,0.076470588,0.147058824,0.031096563,0.042407661,0.262921348,0.422018349,0.192946058,0.131410256,0.2375,0.285714286,0.350997151,0.035714286,0.204747774
hgh1,0.001141553,0.04723127,0.08411215,0.032786885,0.006862745,0.035294118,0.019639935,0.006839945,0.159550562,0.270642202,0.070539419,0.032051282,0.095833333,0.153061224,0.167521368,0.035714286,0.054896142
rapgef5a,0,0,0,0,0.000980392,0,0.011456628,0.001367989,0,0,0,0.003205128,0,0,0,0,0
CABZ01066439.1,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
RECQL4,0.007990868,0.087947883,0.028037383,0,0.008823529,0.014705882,0.001636661,0,0.062921348,0.073394495,0.041493776,0.022435897,0.0625,0.044217687,0.122507123,0.107142857,0.069732938
si:ch211-251g8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bop1,0.012557078,0.153094463,0.140186916,0.081967213,0.017647059,0.091176471,0.014729951,0.002735978,0.323595506,0.51146789,0.163900415,0.083333333,0.220833333,0.380952381,0.401709402,0.25,0.099406528
scxa,0.001141553,0,0,0,0.001960784,0.055882353,0,0.013679891,0.008988764,0,0.014522822,0.003205128,0,0,0,0,0
hsf1,0.006849315,0.008143322,0.009345794,0.032786885,0.008823529,0.008823529,0.008183306,0.006839945,0.02247191,0.01146789,0.004149378,0.012820513,0.066666667,0.023809524,0.015384615,0.035714286,0.019287834
si:ch211-80h18.1,0,0.008143322,0.009345794,0,0.002941176,0.008823529,0.008183306,0.001367989,0.006741573,0.002293578,0.008298755,0.016025641,0.333333333,0.013605442,0.002279202,0,0.010385757
CT574549.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zgc:158445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zgc:86598,0.307077626,0.586319218,0.457943925,0.508196721,0.350980392,0.447058824,0.273322422,0.201094391,0.737078652,0.766055046,0.506224066,0.381410256,0.629166667,0.676870748,0.766381766,0.5,0.574183976
stm,0.011415525,0.021172638,0.046728972,0.016393443,0.010784314,0.011764706,0.011456628,0.004103967,0.040449438,0.050458716,0.014522822,0.096153846,0.479166667,0.204081633,0.068376068,0.107142857,0.020771513
si:ch211-133n4.6,0,0,0,0,0,0.002941176,0,0,0,0,0.002074689,0.003205128,0.016666667,0.003401361,0,0,0
si:ch211-133n4.4,0.520547945,0.42019544,0.130841121,0.639344262,0.407843137,0.508823529,0.51391162,0.436388509,0.521348315,0.474770642,0.371369295,0.548076923,0.4375,0.370748299,0.455840456,0.285714286,0.494065282
illr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-133n4.12,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0
si:ch211-133n4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
illr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
illr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-133n4.10,0,0,0,0,0,0,0,0,0,0,0.002074689,0,0,0,0,0,0
si:ch211-133n4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-133n4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edn1,0.001141553,0.001628664,0.009345794,0,0.000980392,0.011764706,0.008183306,0.001367989,0.024719101,0,0.008298755,0.006410256,0.020833333,0.020408163,0.000569801,0.035714286,0.00148368
hivep1,0.023972603,0.055374593,0.08411215,0.180327869,0.034313725,0.076470588,0.086743044,0.031463748,0.101123596,0.149082569,0.093360996,0.057692308,0.195833333,0.12244898,0.062678063,0.178571429,0.038575668
tmem170b,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0.000569801,0,0
BX890591.1,0,0,0,0,0,0,0.008183306,0.001367989,0.002247191,0,0,0.003205128,0.004166667,0,0.001139601,0,0
nedd9,0.02739726,0.07980456,0.08411215,0.262295082,0.08627451,0.226470588,0.009819967,0.005471956,0.096629213,0.055045872,0.097510373,0.025641026,0.35,0.176870748,0.108262108,0.142857143,0.115727003
smim13,0.20890411,0.271986971,0.373831776,0.262295082,0.201960784,0.182352941,0.188216039,0.142270862,0.301123596,0.321100917,0.205394191,0.304487179,0.304166667,0.333333333,0.327635328,0.214285714,0.317507418
CT030005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btr22,0,0.008143322,0.009345794,0.016393443,0,0,0,0,0.033707865,0.064220183,0.010373444,0.003205128,0.004166667,0.017006803,0.027350427,0,0.00148368
btr22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btr21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btr20,0,0,0,0,0,0.002941176,0,0,0,0,0.002074689,0,0,0,0.002279202,0,0
si:dkey-206d17.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-206d17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btr19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H12A,0,0,0.093457944,0,0,0,0,0,0.002247191,0.006880734,0,0,0.020833333,0.020408163,0.001139601,0,0
oscp1a,0.00456621,0.060260586,0.065420561,0,0.002941176,0.017647059,0.004909984,0,0.056179775,0.110091743,0.043568465,0.022435897,0.058333333,0.030612245,0.054700855,0,0.056379822
lsm10,0.006849315,0.057003257,0.093457944,0.180327869,0.016666667,0.064705882,0.006546645,0.001367989,0.186516854,0.337155963,0.078838174,0.022435897,0.129166667,0.142857143,0.247863248,0.035714286,0.056379822
oscp1a.1,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0
eva1bb,0,0,0.009345794,0,0,0.032352941,0,0,0.004494382,0.050458716,0.014522822,0,0.033333333,0.003401361,0.002849003,0.071428571,0
thrap3b,0.092465753,0.374592834,0.327102804,0.229508197,0.105882353,0.252941176,0.126022913,0.064295486,0.451685393,0.55733945,0.288381743,0.221153846,0.4375,0.486394558,0.477492877,0.464285714,0.369436202
si:ch73-281i18.3,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0.001709402,0,0.00148368
map7d1b,0.052511416,0.091205212,0.037383178,0.213114754,0.056862745,0.167647059,0.204582651,0.076607387,0.164044944,0.142201835,0.099585062,0.080128205,0.158333333,0.098639456,0.108831909,0.464285714,0.109792285
si:ch73-281i18.4,0,0.001628664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-281i18.7,0,0.001628664,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0,0,0
si:ch73-281i18.6,0,0.001628664,0,0,0,0,0.001636661,0,0,0.002293578,0,0,0,0,0,0,0
stpg1,0,0,0,0.032786885,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0
meaf6,0.581050228,0.835504886,0.523364486,0.557377049,0.574509804,0.585294118,0.643207856,0.597811218,0.840449438,0.878440367,0.699170124,0.695512821,0.775,0.80952381,0.920797721,0.75,0.826409496
btr23,0.006849315,0.008143322,0.168224299,0,0.003921569,0.002941176,0.004909984,0.005471956,0.004494382,0.002293578,0.002074689,0.003205128,0.0125,0.006802721,0.007977208,0,0.008902077
btr24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bty,0,0,0.112149533,0,0,0.002941176,0,0,0,0.002293578,0,0,0.004166667,0.010204082,0,0,0.00148368
btr26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
zgc:173581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhl3b,0,0.008143322,0.121495327,0,0.002941176,0.020588235,0,0,0.006741573,0.071100917,0.002074689,0,0.004166667,0.003401361,0.01025641,0,0
rragcb,0.003424658,0.003257329,0,0.016393443,0.000980392,0,0,0.001367989,0.006741573,0.013761468,0.006224066,0.003205128,0,0.006802721,0.007977208,0,0
TRAPPC9,0.002283105,0.006514658,0.018691589,0,0.001960784,0,0.011456628,0.001367989,0.011235955,0.01146789,0.004149378,0.009615385,0,0,0.003418803,0,0.007418398
trappc9,0.00913242,0.008143322,0.028037383,0,0.004901961,0.002941176,0.021276596,0.010943912,0.008988764,0.018348624,0.004149378,0.009615385,0.020833333,0.017006803,0.003988604,0,0.007418398
kcnk9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
st3gal1l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569801,0,0
st3gal1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
st3gal1l,0,0.001628664,0,0,0,0,0,0,0.002247191,0.002293578,0,0.003205128,0.0125,0,0.001139601,0,0.002967359
fbxl20,0.002283105,0.003257329,0,0.016393443,0.003921569,0.008823529,0.003273322,0.004103967,0.006741573,0.002293578,0.006224066,0,0.008333333,0.010204082,0.007977208,0,0.004451039
cdk12,0.038812785,0.138436482,0.08411215,0.032786885,0.045098039,0.038235294,0.055646481,0.020519836,0.137078652,0.183486239,0.099585062,0.080128205,0.1625,0.149659864,0.143589744,0.142857143,0.105341246
ppp1r1b,0.002283105,0,0.037383178,0.016393443,0.000980392,0,0.008183306,0.005471956,0.020224719,0.013761468,0.010373444,0,0.491666667,0.224489796,0.004558405,0,0.00148368
stard3,0.023972603,0.04723127,0.102803738,0.016393443,0.029411765,0.047058824,0.045826514,0.009575923,0.092134831,0.100917431,0.031120332,0.041666667,0.083333333,0.088435374,0.090598291,0.142857143,0.059347181
MREG,0,0,0,0,0.001960784,0,0.003273322,0,0,0.004587156,0.006224066,0.006410256,0,0.017006803,0.000569801,0,0.00148368
chd4a,0.636986301,0.734527687,0.429906542,0.590163934,0.506862745,0.417647059,0.569558101,0.649794802,0.737078652,0.76146789,0.53526971,0.608974359,0.616666667,0.714285714,0.825071225,0.642857143,0.740356083
eno2,0.017123288,0.01465798,0.028037383,0,0.006862745,0.008823529,0.412438625,0.095759234,0.002247191,0.002293578,0.008298755,0.108974359,0.004166667,0.020408163,0.006267806,0,0.013353116
AL772314.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpi1a,0.006849315,0.009771987,0.018691589,0,0.010784314,0,0.024549918,0.008207934,0,0.002293578,0.006224066,0.006410256,0,0,0.000569801,0,0.005934718
gnb3b,0.001141553,0,0,0,0,0,0.001636661,0,0,0.002293578,0.002074689,0,0.016666667,0,0,0,0
si:dkey-89b17.4,0.183789954,0.296416938,0.177570093,0.262295082,0.173529412,0.223529412,0.20294599,0.176470588,0.312359551,0.29587156,0.157676349,0.237179487,0.308333333,0.31292517,0.291168091,0.25,0.320474777
stx1b,0.188356164,0.009771987,0.037383178,0.049180328,0.02254902,0.026470588,0.821603928,0.560875513,0,0.009174312,0.03526971,0.336538462,0.025,0.013605442,0.005128205,0.035714286,0.019287834
prf1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-113d7.10,0.084474886,0.13029316,0.08411215,0.131147541,0.079411765,0.085294118,0.103109656,0.093023256,0.116853933,0.098623853,0.058091286,0.125,0.133333333,0.095238095,0.139031339,0.107142857,0.135014837
si:dkeyp-113d7.1,0.141552511,0.324104235,0.158878505,0.344262295,0.252941176,0.408823529,0.294599018,0.158686731,0.494382022,0.470183486,0.352697095,0.298076923,0.4125,0.459183673,0.427920228,0.142857143,0.307121662
krt1-19d,0.001141553,0.003257329,0.065420561,0,0,0.002941176,0,0,0.002247191,0,0,0,0.004166667,0.006802721,0.000569801,0,0.00148368
krtt1c19e,0.00913242,0.003257329,0.345794393,0.016393443,0.014705882,0.020588235,0.003273322,0.017783858,0,0,0.022821577,0.016025641,0.1,0.006802721,0,0,0.005934718
krt92,0.010273973,0.03257329,0.747663551,0.06557377,0.008823529,0.020588235,0.006546645,0.006839945,0.096629213,0.098623853,0.03526971,0.019230769,0.304166667,0.275510204,0.0997151,0.107142857,0.029673591
cyt1l,0.059360731,0.109120521,0.813084112,0.147540984,0.080392157,0.111764706,0.072013093,0.058823529,0.146067416,0.169724771,0.114107884,0.086538462,0.6125,0.31292517,0.167521368,0.178571429,0.137982196
cyt1,0.140410959,0.283387622,0.869158879,0.295081967,0.173529412,0.288235294,0.16202946,0.140902873,0.242696629,0.341743119,0.2593361,0.233974359,0.745833333,0.493197279,0.26039886,0.178571429,0.274480712
krt17,0.003424658,0.016286645,0.757009346,0.081967213,0.004901961,0.002941176,0,0.005471956,0.105617978,0.075688073,0.014522822,0.025641026,0.2375,0.085034014,0.108831909,0,0.014836795
krt91,0.028538813,0.039087948,0.76635514,0.098360656,0.02745098,0.047058824,0.022913257,0.027359781,0.074157303,0.091743119,0.043568465,0.057692308,0.504166667,0.238095238,0.094017094,0.214285714,0.057863501
eif1b,0.835616438,0.916938111,0.953271028,0.918032787,0.802941176,0.914705882,0.937806874,0.861833105,0.957303371,0.94266055,0.875518672,0.923076923,0.970833333,0.942176871,0.947008547,1,0.928783383
BX323079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jupb,0,0,0,0,0,0,0,0,0,0,0.002074689,0,0,0,0,0,0
wipf2b,0.091324201,0.245928339,0.065420561,0.049180328,0.107843137,0.041176471,0.096563011,0.065663475,0.13258427,0.130733945,0.062240664,0.112179487,0.175,0.159863946,0.248433048,0,0.240356083
ft2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ft1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-264f5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdk2b,0,0.004885993,0.018691589,0,0,0.017647059,0,0,0.026966292,0.009174312,0.008298755,0.012820513,0.0125,0.030612245,0.000569801,0.071428571,0.014836795
zgc:174904,0,0,0.037383178,0,0,0.017647059,0,0,0,0.002293578,0.004149378,0,0.008333333,0.020408163,0.000569801,0,0
CU207217.1,0,0,0.009345794,0.016393443,0,0,0,0,0.002247191,0,0,0.003205128,0,0.013605442,0.000569801,0,0
si:ch211-264f5.6,0,0,0.093457944,0,0,0,0,0,0.013483146,0.002293578,0,0.003205128,0.075,0.139455782,0.002279202,0,0.00148368
GRIK5 (1 of many),0,0,0.009345794,0,0.000980392,0.002941176,0.004909984,0,0,0.002293578,0,0.003205128,0,0,0.000569801,0,0
gsk3aa,0.015981735,0.022801303,0.009345794,0,0.016666667,0.011764706,0.083469722,0.041039672,0.042696629,0.032110092,0.020746888,0.051282051,0.041666667,0.023809524,0.041025641,0,0.014836795
cica,0.015981735,0.006514658,0.130841121,0.147540984,0.006862745,0.029411765,0.078559738,0.024623803,0.02247191,0.002293578,0.010373444,0.048076923,0.091666667,0.040816327,0.005128205,0.071428571,0.007418398
erf,0.025114155,0.16286645,0.140186916,0.131147541,0.099019608,0.208823529,0.01309329,0.002735978,0.240449438,0.149082569,0.199170124,0.105769231,0.3,0.238095238,0.19031339,0.178571429,0.15578635
pou2f2a.1,0.372146119,0.003257329,0,0.016393443,0.047058824,0.041176471,0.245499182,0.60875513,0.04494382,0.013761468,0.062240664,0.266025641,0.045833333,0.057823129,0.007407407,0.035714286,0.005934718
atp1a3a,0.060502283,0.008143322,0.018691589,0.032786885,0.005882353,0.032352941,0.56792144,0.23255814,0.004494382,0.002293578,0.012448133,0.237179487,0.0125,0.013605442,0.003418803,0,0.005934718
pvrl2l,0.001141553,0.008143322,0.028037383,0.016393443,0,0,0.004909984,0,0.002247191,0.002293578,0,0,0.008333333,0.010204082,0.014245014,0.035714286,0.008902077
tcf19l,0.001141553,0.042345277,0.056074766,0.032786885,0.002941176,0.017647059,0.003273322,0,0.071910112,0.084862385,0.01659751,0.009615385,0.066666667,0.06462585,0.101424501,0.035714286,0.043026706
CABZ01029822.1,0,0.003257329,0,0.016393443,0.001960784,0.011764706,0.001636661,0.001367989,0,0.006880734,0,0,0.004166667,0,0.001139601,0,0
FP074867.1,0.002283105,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0.003401361,0,0,0.00148368
zgc:162972,0,0,0,0,0.000980392,0.005882353,0.003273322,0.001367989,0.008988764,0.018348624,0.004149378,0.006410256,0.0125,0.006802721,0.002849003,0,0
si:ch1073-127d16.1,0.00456621,0.004885993,0,0,0.01372549,0.005882353,0.014729951,0.009575923,0.013483146,0.036697248,0,0.019230769,0.004166667,0.010204082,0.016524217,0,0.002967359
si:ch73-367f21.4,0.010273973,0.006514658,0.009345794,0.016393443,0.016666667,0.002941176,0.01309329,0.020519836,0.02247191,0.018348624,0.008298755,0.025641026,0.0375,0.017006803,0.023931624,0,0.008902077
si:ch73-367f21.5,0.001141553,0.003257329,0.009345794,0.016393443,0.001960784,0,0.004909984,0,0.006741573,0.013761468,0.002074689,0.009615385,0.004166667,0.030612245,0.006837607,0,0.005934718
si:ch73-367f21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401361,0,0,0
flot1a,0.054794521,0.024429967,0.018691589,0.081967213,0.003921569,0.058823529,0.343698854,0.114911081,0.076404494,0.052752294,0.045643154,0.147435897,0.104166667,0.047619048,0.021652422,0.178571429,0.023738872
znf384l,0.039954338,0.060260586,0.037383178,0.049180328,0.046078431,0.052941176,0.039279869,0.030095759,0.065168539,0.064220183,0.03526971,0.060897436,0.0375,0.085034014,0.078632479,0.071428571,0.047477745
kifc1,0.077625571,0.359934853,0.130841121,0.213114754,0.129411765,0.2,0.009819967,0.005471956,0.359550562,0.355504587,0.18879668,0.102564103,0.258333333,0.340136054,0.447863248,0.321428571,0.31305638
zbtb22b,0.003424658,0.003257329,0,0,0.000980392,0.002941176,0.003273322,0.001367989,0.008988764,0.004587156,0,0,0.004166667,0.003401361,0.004558405,0,0.002967359
daxx,0.058219178,0.218241042,0.08411215,0.081967213,0.052941176,0.064705882,0.016366612,0.02872777,0.134831461,0.220183486,0.12033195,0.092948718,0.141666667,0.129251701,0.250712251,0.071428571,0.179525223
tapbp.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tapbp.2,0,0.001628664,0,0,0.000980392,0,0.001636661,0,0.004494382,0.009174312,0.006224066,0,0.004166667,0.006802721,0.002279202,0,0.005934718
mhc1uka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhc1uba,0.002283105,0,0,0,0,0.017647059,0.006546645,0.008207934,0,0,0.010373444,0.012820513,0.008333333,0,0,0,0
psmb8a,0,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0.000569801,0,0
psmb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psmb12,0,0.004885993,0.037383178,0,0,0,0.001636661,0.001367989,0.006741573,0.002293578,0.002074689,0.003205128,0.008333333,0,0.003418803,0,0.00148368
psmb9a,0,0,0,0,0.003921569,0.002941176,0,0,0.002247191,0,0,0,0.004166667,0.006802721,0.001139601,0,0.00148368
abcb3l1,0,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0.001709402,0,0
brd2a,0.221461187,0.384364821,0.46728972,0.393442623,0.240196078,0.3,0.247135843,0.164158687,0.548314607,0.573394495,0.323651452,0.365384615,0.6625,0.551020408,0.617094017,0.285714286,0.431750742
hsd17b8,0,0.008143322,0.018691589,0,0,0,0.001636661,0,0.002247191,0.002293578,0.004149378,0.003205128,0.004166667,0.006802721,0.002849003,0,0.005934718
col11a2,0.001141553,0,0.028037383,0.06557377,0.002941176,0.173529412,0,0.001367989,0.013483146,0.002293578,0.006224066,0,0.0375,0.020408163,0.000569801,0,0
FP101875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rxrba,0.012557078,0.016286645,0.018691589,0,0.011764706,0.017647059,0.006546645,0.010943912,0.015730337,0.032110092,0.020746888,0.019230769,0.045833333,0.027210884,0.025071225,0.035714286,0.014836795
sdha,0.108447489,0.245928339,0.23364486,0.098360656,0.101960784,0.15,0.199672668,0.077975376,0.280898876,0.373853211,0.232365145,0.208333333,0.333333333,0.306122449,0.341880342,0.214285714,0.25074184
ccdc127b,0.011415525,0.008143322,0.028037383,0.016393443,0.009803922,0.014705882,0.019639935,0.012311902,0.038202247,0.087155963,0.037344398,0.032051282,0.058333333,0.047619048,0.058119658,0.035714286,0.022255193
si:ch73-216m24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxr1b,0.002283105,0.024429967,0.009345794,0.016393443,0.000980392,0.002941176,0.055646481,0.002735978,0.002247191,0,0.004149378,0.092948718,0.008333333,0.003401361,0.021082621,0,0.011869436
apoa1bp,0.003424658,0.011400651,0.065420561,0,0.007843137,0.014705882,0.01309329,0,0.017977528,0.038990826,0.029045643,0.012820513,0.066666667,0.044217687,0.037037037,0.071428571,0.025222552
rab25a,0,0.001628664,0.392523364,0,0,0,0.001636661,0.001367989,0,0,0,0.016025641,0,0.003401361,0,0,0.002967359
sf3b4,0.26826484,0.517915309,0.252336449,0.278688525,0.314705882,0.302941176,0.132569558,0.142270862,0.519101124,0.653669725,0.408713693,0.333333333,0.458333333,0.517006803,0.700854701,0.464285714,0.541543027
gabpb2a,0.028538813,0.154723127,0.158878505,0.032786885,0.049019608,0.076470588,0.022913257,0.013679891,0.206741573,0.275229358,0.128630705,0.076923077,0.2125,0.180272109,0.221082621,0.178571429,0.169139466
mllt11,0.22260274,0.026058632,0.056074766,0,0.066666667,0.044117647,0.806873977,0.525307798,0.004494382,0.006880734,0.033195021,0.358974359,0.058333333,0.034013605,0.017094017,0.035714286,0.038575668
fam63a,0.029680365,0.068403909,0.102803738,0.06557377,0.024509804,0.020588235,0.034369885,0.027359781,0.065168539,0.119266055,0.026970954,0.028846154,0.083333333,0.078231293,0.10997151,0.107142857,0.047477745
rfx5,0.012557078,0.017915309,0.018691589,0,0.009803922,0.008823529,0.009819967,0.002735978,0.035955056,0.048165138,0.012448133,0.009615385,0.041666667,0.034013605,0.038746439,0.035714286,0.017804154
mrpl24,0.049086758,0.148208469,0.214953271,0.098360656,0.056862745,0.164705882,0.098199673,0.038303694,0.182022472,0.311926606,0.145228216,0.137820513,0.233333333,0.204081633,0.255840456,0.178571429,0.146884273
BX927401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prcc,0.021689498,0.045602606,0.046728972,0.081967213,0.018627451,0.026470588,0.045826514,0.016415869,0.062921348,0.082568807,0.018672199,0.041666667,0.033333333,0.037414966,0.06951567,0,0.037091988
mrpl9,0.039954338,0.166123779,0.205607477,0.081967213,0.053921569,0.114705882,0.039279869,0.025991792,0.33258427,0.518348624,0.184647303,0.118589744,0.220833333,0.275510204,0.398290598,0.107142857,0.161721068
lix1l,0.063926941,0.081433225,0.037383178,0.098360656,0.056862745,0.158823529,0.04091653,0.041039672,0.224719101,0.165137615,0.118257261,0.086538462,0.166666667,0.12244898,0.094586895,0.178571429,0.096439169
pbxip1a,0.020547945,0.039087948,0.056074766,0.114754098,0.023529412,0.070588235,0.090016367,0.027359781,0.092134831,0.073394495,0.033195021,0.041666667,0.129166667,0.057823129,0.055840456,0.035714286,0.06231454
CT573133.1,0.001141553,0.003257329,0.074766355,0,0,0.005882353,0,0,0.002247191,0.006880734,0,0.006410256,0,0.006802721,0.001139601,0,0.004451039
CT573133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s100a11,0.017123288,0.003257329,0.018691589,0,0.006862745,0.002941176,0.011456628,0.010943912,0,0,0.01659751,0.009615385,0.008333333,0,0.001139601,0,0.00148368
s100u,0.002283105,0.009771987,0.91588785,0.163934426,0.003921569,0.141176471,0.003273322,0,0.139325843,0.149082569,0.045643154,0.032051282,0.458333333,0.319727891,0.054131054,0.25,0.011869436
s100s,0.001141553,0.003257329,0.093457944,0,0.000980392,0.005882353,0.018003273,0.002735978,0.002247191,0.009174312,0.004149378,0.051282051,0.1,0.013605442,0.007977208,0,0.002967359
pygo2,0.082191781,0.16286645,0.074766355,0.180327869,0.057843137,0.111764706,0.085106383,0.049247606,0.26741573,0.275229358,0.089211618,0.099358974,0.158333333,0.224489796,0.272364672,0.178571429,0.152818991
cgnb,0.003424658,0.017915309,0.271028037,0.032786885,0.012745098,0,0.004909984,0,0,0.006880734,0.008298755,0.003205128,0.095833333,0.017006803,0.011965812,0,0.023738872
si:dkey-204a24.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-204a24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuft1b,0,0,0.056074766,0,0,0,0,0.001367989,0.004494382,0.002293578,0,0.009615385,0,0.003401361,0.001139601,0,0
ubap2l,0.057077626,0.17752443,0.252336449,0.180327869,0.069607843,0.123529412,0.086743044,0.032831737,0.323595506,0.376146789,0.161825726,0.173076923,0.3375,0.370748299,0.331054131,0.285714286,0.194362018
hax1,0.109589041,0.232899023,0.299065421,0.278688525,0.114705882,0.108823529,0.098199673,0.058823529,0.285393258,0.282110092,0.124481328,0.169871795,0.316666667,0.261904762,0.318518519,0.178571429,0.221068249
aqp10b,0,0,0,0,0.000980392,0,0,0.001367989,0,0,0,0,0,0,0,0,0
znf687b,0.062785388,0.102605863,0.028037383,0.131147541,0.050980392,0.017647059,0.101472995,0.051983584,0.148314607,0.128440367,0.06846473,0.080128205,0.125,0.098639456,0.134472934,0.035714286,0.075667656
cks1b,0.100456621,0.651465798,0.364485981,0.37704918,0.167647059,0.376470588,0.022913257,0.009575923,0.730337079,0.759174312,0.423236515,0.16025641,0.554166667,0.612244898,0.863817664,0.464285714,0.591988131
si:dkeyp-85e10.1,0,0.001628664,0,0,0,0.002941176,0,0,0.008988764,0,0.002074689,0.003205128,0,0.003401361,0,0,0.00148368
si:dkeyp-85e10.3,0.001141553,0,0,0,0,0.005882353,0,0,0.002247191,0,0.002074689,0,0,0,0.001709402,0,0
si:dkeyp-85e10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148368
si:dkey-266f7.1,0,0.003257329,0.009345794,0,0,0.002941176,0,0,0.004494382,0,0.002074689,0,0,0,0.000569801,0.035714286,0.004451039
si:dkey-266f7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-266f7.5,0,0,0,0,0,0,0,0,0,0,0.002074689,0,0,0,0,0,0
si:dkey-266f7.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
