Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
FAM107A.1,0.011279407,0.062902793,0.027275715,0.010709505,0.012642741,0.025514403,0.016627078,0.020501139,0.025449102,0.005882353
BX248331.1,0,0,0,0,0,0.001646091,0,0,0,0
si:ch211-63i20.3,0.000322269,0,0,0,0,0,0,0,0,0.005882353
ptprga,0.082500806,0.01013695,0.096615182,0.038821954,0.006525285,0.068312757,0.088677751,0.002277904,0.020958084,0.011764706
cse1l,0.051885272,0.032223416,0.082155767,0.046854083,0.046492659,0.064197531,0.089469517,0.034168565,0.097305389,0.117647059
CR559931.1,0,6.71E-05,0.000328623,0,0,0,0.000791766,0,0,0
slc35e1,0.04737351,0.023697637,0.069010845,0.038821954,0.025693312,0.050205761,0.094220111,0.01594533,0.115269461,0.094117647
pex11g,0.000322269,0.000335661,0.000328623,0,0.000815661,0,0.001583531,0,0,0
APBA3,0.000644538,0.000335661,0.004600723,0.008032129,0.001223491,0.016460905,0.000791766,0.002277904,0.034431138,0.035294118
ABCA7,0.027070577,0.011680988,0.464015774,0.06291834,0.011011419,0.02962963,0.060174188,0.011389522,0.248502994,0.029411765
r3hdm4,0.014179826,0.00255102,0.007886954,0.008032129,0.007748777,0.011522634,0.019794141,0.009111617,0.016467066,0.023529412
arid3a,0.048018047,0.015037594,0.028590207,0.092369478,0.030587276,0.065020576,0.079176564,0.020501139,0.112275449,0.147058824
ctdspl3,0.106670964,0.062097207,0.100887282,0.081659973,0.099510604,0.055967078,0.134600158,0.025056948,0.112275449,0.105882353
ndufs7,0.271350306,0.182935016,0.474860335,0.152610442,0.194535073,0.252674897,0.36658749,0.123006834,0.378742515,0.294117647
gamt,0.027715114,0.018192803,0.031547815,0.255689424,0.015905383,0.097942387,0.08709422,0.031890661,0.248502994,0.076470588
dazap1,0.094102481,0.04283029,0.050607953,0.032128514,0.053425775,0.047736626,0.102929533,0.027334852,0.077844311,0.047058824
rps15,0.736061876,0.638493555,0.796253697,0.966532798,0.716150082,0.890534979,0.840063341,0.576309795,0.863772455,0.947058824
abhd8b,0.002900419,0.003155209,0.10384489,0.005354752,0.000815661,0.005761317,0.005542359,0.059225513,0.011976048,0.017647059
dda1,0.187882694,0.06599087,0.155110089,0.172690763,0.110114192,0.171193416,0.239904988,0.102505695,0.169161677,0.188235294
ano8b,0.033193684,0.008391515,0.007229708,0.002677376,0.022022838,0.042798354,0.06888361,0.004555809,0.004491018,0
gtpbp3,0.001289075,0.001074114,0.000657246,0.001338688,0.000815661,0.003292181,0.004750594,0.002277904,0.004491018,0
plvapb,0.001289075,0.000671321,0.001643115,0.032128514,0.001223491,0.001646091,0.003958828,0.002277904,0.013473054,0.011764706
babam1,0.018691589,0.007384533,0.0170884,0.013386881,0.009380098,0.018930041,0.032462391,0.011389522,0.061377246,0.058823529
CT573239.2,0.021592008,0.014164876,0.015773907,0.013386881,0.01223491,0.043621399,0.049881235,0.009111617,0.004491018,0
ushbp1,0.003867225,0.003759398,0.002628985,0.012048193,0.002854812,0,0.003167063,0,0.004491018,0.023529412
nr2f6b,0.020625201,0.013225027,0.463029905,0.073627845,0.013050571,0.034567901,0.032462391,0.01594533,0.24251497,0.011764706
tax1bp3,0.003222688,0.006713212,0.030561945,0.104417671,0.013458401,0.057613169,0.022169438,0.013667426,0.139221557,0.111764706
slc1a6,0.001933613,0.000201396,0.000328623,0,0,0,0,0,0,0
ccl44,0.009990332,0.00221536,0.005257969,0.108433735,0.002854812,0.000823045,0.024544735,0,0.00748503,0
pole4,0.205607477,0.11137218,0.50213605,0.088353414,0.084013051,0.13744856,0.258115598,0.107061503,0.258982036,0.123529412
BX248501.1,0.010312601,0.012419441,0.41537956,0.013386881,0.008972268,0.008230453,0.020585907,0.13667426,0.013473054,0.011764706
ccl25b,0.000322269,0.000738453,0.001314492,0.147255689,0.001631321,0.000823045,0.000791766,0,0.004491018,0
ctns,0.016113439,0.005840494,0.013802169,0.013386881,0.013050571,0.023045267,0.016627078,0.009111617,0.101796407,0.170588235
ranbp3a,0.056074766,0.040682062,0.053236937,0.026773762,0.043230016,0.06090535,0.082343626,0.027334852,0.068862275,0.076470588
AL840638.1,0.046406703,0.026114393,0.059809399,0.024096386,0.032218597,0.071604938,0.05621536,0.022779043,0.112275449,0.047058824
nrtn,0.004511763,0.003893663,0.383831745,0.005354752,0.007340946,0.008230453,0.007917656,0.004555809,0.008982036,0.005882353
AL840638.3,0.000644538,0.000268528,0.001314492,0,0.00040783,0.000823045,0.000791766,0,0.001497006,0
ndufa11,0.285530132,0.162862513,0.326322708,0.207496653,0.244290375,0.251851852,0.380839272,0.118451025,0.380239521,0.352941176
CU062501.1,0.003544956,0.001208378,0.003614854,0.002677376,0.003262643,0.003292181,0.002375297,0,0.00748503,0
larp6b,0,0,0.000328623,0,0.00040783,0.000823045,0.000791766,0,0,0
gadd45ba,0.27811795,0.110767991,0.563259941,0.523427041,0.394371941,0.419753086,0.386381631,0.143507973,0.540419162,0.311764706
CU062501.2,0.000322269,0,0.000657246,0,0,0,0,0,0.005988024,0
si:dkey-246j7.1,0,6.71E-05,0,0,0,0,0,0,0.001497006,0
pde4cb,0.009023526,0.031283566,0.006572461,0.013386881,0.006525285,0.008230453,0.011876485,0.01594533,0.00748503,0.005882353
rab3ab,0.37802127,0.132585929,0.035162668,0.020080321,0.073817292,0.097119342,0.383214568,0.066059226,0.053892216,0.011764706
lsm4,0.158233967,0.069280344,0.225764049,0.167336011,0.106443719,0.157201646,0.289786223,0.038724374,0.245508982,0.3
ddx49,0.023847889,0.009734157,0.023989484,0.085676037,0.018760196,0.027160494,0.047505938,0.018223235,0.056886228,0.082352941
klhl26,0.009023526,0.00476638,0.017745646,0.005354752,0.007340946,0.007407407,0.015043547,0.013667426,0.010479042,0.011764706
crtc1b,0.033193684,0.016783029,0.006243838,0.001338688,0.011011419,0.012345679,0.026128266,0.002277904,0.002994012,0
comp,0.006445375,0.004363588,0.002957608,0.00669344,0.003670473,0.001646091,0.008709422,0.025056948,0.001497006,0
FQ976909.1,0.000966806,0.000738453,0.000657246,0,0.000815661,0,0.001583531,0,0,0
si:ch211-253b8.2,0.032226877,0.014769066,0.025961222,0.020080321,0.019983687,0.032098765,0.04908947,0.027334852,0.026946108,0.041176471
zgc:173548,0.001611344,0.000537057,0.003286231,0.004016064,0.002446982,0.007407407,0.001583531,0.009111617,0.013473054,0.005882353
cdh27,0.001611344,0.000335661,0.0085442,0.002677376,0,0.000823045,0,0.002277904,0,0.005882353
si:ch211-253b8.5,0.099903319,0.010069817,0.312191916,0.026773762,0.010195759,0.018930041,0.062549485,0.06833713,0.017964072,0.041176471
CR925817.1,0.011923945,0.000604189,0.000657246,0,0.001223491,0.002469136,0.003958828,0,0.002994012,0
bmp7a,0,0.000201396,0,0.001338688,0.00040783,0,0,0,0.002994012,0
CU929070.5,0.032549146,0.009264232,0.069339468,0.326639893,0.02324633,0.088065844,0.037212985,0.011389522,0.145209581,0.129411765
CU929070.4,0.001933613,0.001208378,0.003614854,0.002677376,0.00040783,0.001646091,0.002375297,0.002277904,0.001497006,0
CU929070.1,0.009023526,0.005303437,0.007229708,0.005354752,0.003262643,0.009876543,0.011084719,0.009111617,0.004491018,0.023529412
CU929070.2,0.000644538,6.71E-05,0.000328623,0,0,0,0,0,0,0
smim7,0.111504995,0.043904404,0.139007558,0.066934404,0.081973899,0.134156379,0.125890736,0.031890661,0.187125749,0.088235294
tmem38a,0.01579117,0.001678303,0.000328623,0.001338688,0.001223491,0.004115226,0.019002375,0.006833713,0.04491018,0
thop1,0.048340316,0.024301826,0.076897798,0.048192771,0.026508972,0.048559671,0.107680127,0.022779043,0.112275449,0.076470588
nwd1,0.000322269,0,0.000657246,0,0,0,0,0,0,0
zgc:113223,0,0,0.002957608,0,0,0.000823045,0,0,0,0
reep6,0.002900419,0.001946831,0.241866579,0.008032129,0.002854812,0.003292181,0.003958828,0.050113895,0.008982036,0.005882353
si:ch73-238c9.1,0.054141154,0.016917293,0.066053237,0.066934404,0.036704731,0.102057613,0.073634204,0.01594533,0.137724551,0.105882353
apc2,0.233322591,0.114728786,0.067039106,0.021419009,0.294453507,0.071604938,0.34125099,0.047835991,0.058383234,0.035294118
diras1a,0.269416694,0.176423201,0.097929675,0.041499331,0.096655791,0.099588477,0.387965162,0.097949886,0.089820359,0.035294118
si:dkey-197i20.6,0.036416371,0.003356606,0.006243838,0.001338688,0.003670473,0.027160494,0.007125891,0.004555809,0.001497006,0.005882353
vtg3,0,0,0,0.001338688,0,0,0,0,0,0
adgrl4,0,0,0,0.018741633,0,0.000823045,0,0,0,0
adgrl2a,0.031260071,0.011680988,0.104173513,0.262382865,0.310766721,0.084773663,0.269992082,0.018223235,0.071856287,0.023529412
ttll7,0.100870126,0.020810956,0.035819915,0.008032129,0.036704731,0.051028807,0.162311956,0.018223235,0.034431138,0.035294118
prkacba,0.000322269,6.71E-05,0.000328623,0.012048193,0.00040783,0,0.000791766,0,0,0.123529412
samd13,0.085078956,0.031350698,0.068024975,0.026773762,0.066068515,0.057613169,0.097387173,0.029612756,0.05239521,0.070588235
dnase2b,0.000322269,6.71E-05,0.000328623,0,0,0.001646091,0.000791766,0,0,0.047058824
pimr203,0.000644538,0,0,0,0,0,0,0,0,0
pimr205,0.001289075,0,0.000328623,0,0,0,0,0,0,0
si:ch211-247n2.1,0.001933613,0.000469925,0.001314492,0.001338688,0.003670473,0.000823045,0.007125891,0,0,0
CR847563.2,0,0,0.000328623,0,0.00040783,0,0.000791766,0,0,0
tbl1xr1a,0.162101192,0.087271751,0.111074597,0.238286479,0.080342577,0.116872428,0.219319082,0.06833713,0.130239521,0.164705882
CR847563.1,0,0,0,0,0,0,0,0,0,0
si:ch211-51h4.2,0.01579117,0.005504834,0.002628985,0.008032129,0.002854812,0.004115226,0.020585907,0.004555809,0.001497006,0
CU179643.1,0,0.000402793,0.000328623,0,0.00040783,0,0.001583531,0,0,0.005882353
CR788237.1,0,0,0,0,0,0,0,0,0,0
CABZ01079837.1,0.000644538,0.000201396,0.000328623,0.001338688,0,0,0.000791766,0,0,0
nlgn1,0.152433129,0.043568743,0.014130792,0.024096386,0.019983687,0.035390947,0.301662708,0.022779043,0.010479042,0.011764706
ect2,0.001933613,0.000805585,0.002957608,0.060240964,0,0.000823045,0.005542359,0,0.004491018,0.011764706
mcf2l2,0.05768611,0.015507519,0.267827802,0.053547523,0.013458401,0.012345679,0.153602534,0.050113895,0.285928144,0.029411765
CT990625.1,0.000322269,0.000335661,0.000985869,0,0.00040783,0.016460905,0.003167063,0,0,0
b3gnt5a,0.000966806,0.001208378,0.002300361,0.037483266,0.002854812,0.014814815,0.003167063,0,0.002994012,0.123529412
slc4a10a,0.409281341,0.300147691,0.189944134,0.06291834,0.090946166,0.144855967,0.557403009,0.132118451,0.125748503,0.058823529
tbr1a,0,0.000268528,0,0,0.00040783,0,0.006334125,0,0.004491018,0
psmd14,0.102159201,0.045179914,0.140322051,0.141900937,0.07137031,0.130864198,0.18685669,0.045558087,0.23502994,0.223529412
CR678435.1,0,0,0,0,0,0,0,0,0,0
rbms1a,0.053496616,0.020341031,0.03319093,0.231593039,0.057096248,0.025514403,0.112430721,0.038724374,0.046407186,0.129411765
itgb6,0.000322269,0.000134264,0.000328623,0.005354752,0.00040783,0,0.000791766,0,0.001497006,0.005882353
pla2r1,0,0.000201396,0.000328623,0.03480589,0.00040783,0.004938272,0.001583531,0,0.002994012,0.011764706
ly75,0.011279407,0.005504834,0.008872823,0.026773762,0.185154976,0.020576132,0.022169438,0.013667426,0.238023952,0.1
myom2a,0.000322269,6.71E-05,0,0.002677376,0,0,0.001583531,0,0.023952096,0
lgsn,0.002255881,0.00093985,0.002957608,0.002677376,0.002039152,0.000823045,0.000791766,0.002277904,0.01497006,0
ptp4a1,0.320979697,0.142655747,0.424252383,0.261044177,0.148450245,0.251028807,0.417260491,0.127562642,0.51497006,0.276470588
col9a1a,0.000644538,0.000537057,0.000985869,0.121820616,0.000815661,0.001646091,0.001583531,0.002277904,0.254491018,0
si:dkey-23f9.4,0.006123107,0.002618153,0.017417023,0.012048193,0.004078303,0.003292181,0.013460016,0.009111617,0.010479042,0.017647059
mrpl4,0.103770545,0.044777121,0.105159382,0.141900937,0.065660685,0.0781893,0.158353127,0.031890661,0.154191617,0.176470588
C11H6orf120,0.010957138,0.00604189,0.030561945,0.032128514,0.003670473,0.072427984,0.006334125,0,0.109281437,0.041176471
BX324177.10,0,0,0,0,0,0,0,0,0,0
BX324177.11,0,0,0,0,0,0,0,0,0,0
BX324177.6,0,0,0,0,0,0,0,0,0,0
si:dkey-23f9.13,0,0.000134264,0,0,0,0,0,0,0,0
BX324177.23,0,0,0,0.001338688,0,0,0,0,0,0
BX324177.9,0,0,0,0,0,0,0,0,0,0
BX324177.12,0,0,0,0,0,0,0,0,0,0
krt94,0.003222688,0.001074114,0.001643115,0.331994645,0.002039152,0.001646091,0.001583531,0.004555809,0.004491018,0
krt98,0,0.000335661,0.012487677,0.002677376,0,0.06255144,0.000791766,0,0.001497006,0
krt15,0.004511763,0.003155209,0.007558331,0.176706827,0.004486134,0.018930041,0.003167063,0.004555809,0.008982036,0.005882353
krt99,0,6.71E-05,0,0.001338688,0,0,0,0,0,0
si:dkey-28e7.3,0.027070577,0.076664876,0.309234308,0.013386881,0.021207178,0.079835391,0.06175772,0.102505695,0.02245509,0.017647059
CR848705.2,0.000322269,0.000134264,0.001314492,0.001338688,0.00040783,0.018106996,0,0,0,0
jupa,0.009990332,0.019602578,0.018074269,0.095046854,0.011011419,0.052674897,0.076009501,0.006833713,0.064371257,0.047058824
cdc6,0.001289075,0.001409774,0.002628985,0.00669344,0.00040783,0.001646091,0.007917656,0,0.004491018,0.005882353
CR848705.1,0,6.71E-05,0.000328623,0,0,0,0,0,0,0
pimr93,0.001611344,0.000268528,0.000328623,0.001338688,0.00040783,0.000823045,0.003958828,0.002277904,0.001497006,0
pimr94,0.000966806,6.71E-05,0,0.002677376,0,0,0,0.002277904,0,0
wipf2a,0.001611344,0.003289474,0.0213605,0.066934404,0.013458401,0.027983539,0.002375297,0.006833713,0.098802395,0.070588235
si:ch211-69b7.6,0.0051563,0.001745435,0.004600723,0.005354752,0.002039152,0.001646091,0.004750594,0,0.010479042,0.005882353
abcc10,0.006123107,0.003155209,0.010844561,0.008032129,0.006117455,0.009876543,0.015043547,0.006833713,0.01497006,0
zgc:64002,0,0,0.000657246,0.001338688,0,0,0.000791766,0,0.001497006,0.005882353
sp2,0.036416371,0.023563373,0.053894183,0.037483266,0.045676998,0.028806584,0.05621536,0.025056948,0.04491018,0.052941176
socs7,0.082178537,0.035982814,0.141636543,0.014725569,0.062805873,0.051851852,0.118764846,0.022779043,0.026946108,0.082352941
si:ch211-156l18.8,0.043828553,0.219454887,0.045349984,0.037483266,0.046900489,0.051851852,0.039588282,0.077448747,0.05988024,0.017647059
mrpl45,0.053496616,0.018461332,0.075254683,0.066934404,0.028955954,0.034567901,0.087885986,0.022779043,0.080838323,0.117647059
npepps,0.0918466,0.035512889,0.08347026,0.09103079,0.04730832,0.083950617,0.129057799,0.056947608,0.263473054,0.170588235
BX469912.7,0,6.71E-05,0,0,0,0,0,0,0,0
BX469912.4,0,0,0,0,0,0,0,0,0.001497006,0
BX469912.14,0,0,0.000328623,0,0,0,0,0,0,0
BX469912.9,0.000322269,0,0.000328623,0,0,0,0.000791766,0,0.001497006,0
zgc:91850,0.000322269,6.71E-05,0.000328623,0,0,0,0.000791766,0,0,0
zgc:174354.2,0.000322269,0.000134264,0,0,0,0,0.000791766,0,0,0
BX000700.26,0.000322269,0,0,0,0,0,0,0,0,0
CR450764.17,0.000322269,0.000134264,0,0,0,0,0,0,0,0
si:ch211-209f22.3,0,0,0,0,0,0,0,0,0,0
ap1s2,0.099258782,0.035042965,0.034505422,0.140562249,0.085236542,0.101234568,0.216152019,0.018223235,0.03742515,0.2
zrsr2,0.056397035,0.026248657,0.048636214,0.032128514,0.042822186,0.04526749,0.082343626,0.029612756,0.041916168,0.041176471
rbb4l,0.052852079,0.028329753,0.060466645,0.057563588,0.037520392,0.079835391,0.072050673,0.050113895,0.109281437,0.158823529
txlng,0.032226877,0.02443609,0.064738745,0.0562249,0.029771615,0.077366255,0.030087094,0.031890661,0.065868263,0.023529412
rtel1,0.007089913,0.00443072,0.010515938,0.012048193,0.006933116,0.011522634,0.011084719,0.004555809,0.011976048,0.011764706
zgpat,0.063164679,0.02886681,0.039106145,0.048192771,0.046492659,0.043621399,0.098178939,0.031890661,0.070359281,0.070588235
si:dkey-11m19.5,0,0,0,0.001338688,0,0,0,0,0,0
chrna4b,0.000322269,0.000134264,0,0.0562249,0,0.001646091,0.000791766,0,0,0
btf3l4,0.299387689,0.147757787,0.251068025,0.290495315,0.108482871,0.237860082,0.39192399,0.143507973,0.332335329,0.376470588
zfyve9b,0.01836932,0.001006982,0,0.001338688,0.00040783,0.006584362,0.023752969,0.002277904,0,0
elovl1b,0.005478569,0.000738453,0.002300361,0.080321285,0,0.000823045,0.013460016,0,0.086826347,0.6
mob3c,0,0.000268528,0,0.038821954,0.000815661,0.003292181,0,0,0.034431138,0.111764706
mknk1,0.199806639,0.050080559,0.077226421,0.116465863,0.060358891,0.069958848,0.247822644,0.047835991,0.076347305,0.147058824
TMEM275.1,0.000322269,6.71E-05,0,0.002677376,0,0,0,0,0.001497006,0
atp5f1b,0.605865292,0.536184211,0.760762406,0.639892905,0.635807504,0.702880658,0.727632621,0.398633257,0.691616766,0.764705882
abcb11b,0.000322269,0,0,0,0,0,0,0,0,0
mast3b,0.03673864,0.025510204,0.0213605,0.025435074,0.084420881,0.026337449,0.044338876,0.01594533,0.008982036,0.070588235
si:dkey-13m1.2,0,0,0,0,0,0,0.003958828,0,0,0.005882353
homer3b,0.179503706,0.031552095,0.067696352,0.171352075,0.024469821,0.409876543,0.277909739,0.047835991,0.088323353,0.011764706
si:dkey-13m1.5,0.002255881,0.000134264,0.000985869,0.001338688,0,0.001646091,0.003958828,0,0,0
arrdc2,0.009990332,0.005236305,0.016431153,0.16064257,0.011011419,0.188477366,0.026920032,0.009111617,0.094311377,0.158823529
si:ch211-1a19.2,0,0,0,0,0,0.001646091,0,0,0,0
si:ch211-1a19.3,0,6.71E-05,0.000657246,0.040160643,0.00040783,0,0,0,0.002994012,0.005882353
wdr18,0.034805027,0.010942535,0.030890569,0.054886212,0.01223491,0.036213992,0.041963579,0.009111617,0.035928144,0.047058824
grin3bb,0.009990332,0.002081096,0.001643115,0.004016064,0.002854812,0.001646091,0.027711797,0,0.004491018,0
tmem259,0.042539478,0.018595596,0.057180414,0.033467202,0.036704731,0.051028807,0.059382423,0.022779043,0.121257485,0.064705882
med16,0.010957138,0.004095059,0.007229708,0.010709505,0.006933116,0.010699588,0.015835313,0.002277904,0.013473054,0.005882353
plppr3b,0.042861747,0.00093985,0.003286231,0.008032129,0.00040783,0.010699588,0.076009501,0,0,0
palm1a,0.050596197,0.004833512,0.005586592,0.044176707,0.005301794,0.012345679,0.219319082,0.002277904,0.00748503,0.005882353
si:ch211-262i1.3,0.000644538,0.002349624,0.003286231,0.001338688,0.002039152,0.002469136,0.005542359,0,0.002994012,0.005882353
si:ch211-262i1.4,0,0,0,0.004016064,0,0,0,0,0,0
CR847939.1,0,6.71E-05,0.001643115,0,0.000815661,0.000823045,0,0,0.002994012,0
si:ch211-262i1.5,0.0051563,0.002752417,0.008872823,0.008032129,0.003262643,0.018930041,0.006334125,0,0.02245509,0.005882353
ptbp1b,0.019336126,0.010808271,0.040092014,0.250334672,0.010195759,0.131687243,0.011876485,0.020501139,0.267964072,0.117647059
si:ch211-262i1.6,0.006445375,0.004095059,0.008872823,0.042838019,0.019983687,0.024691358,0.008709422,0.006833713,0.130239521,0.152941176
BX571942.1,0.000644538,0.000268528,0.006572461,0.022757697,0,0.032921811,0.015043547,0.002277904,0.001497006,0
efna2b,0,0.000201396,0.006572461,0.026773762,0.00040783,0.071604938,0.026128266,0,0.00748503,0
adora1a,0.000644538,6.71E-05,0.002957608,0,0,0.014814815,0.001583531,0,0,0.005882353
si:ch73-60h1.1,0.133097003,0.233686896,0.059152152,0.037483266,0.056280587,0.102880658,0.220110847,0.0523918,0.073353293,0.035294118
CR550307.1,0.000644538,0.000537057,0.000328623,0,0,0,0,0,0.001497006,0.005882353
sgta,0.184015469,0.10311493,0.254354256,0.196787149,0.139885808,0.196707819,0.251781473,0.109339408,0.354790419,0.241176471
CU019562.1,0.001611344,0.000268528,0.000328623,0,0.000815661,0,0.000791766,0,0,0
CU019562.3,0.000322269,0.000335661,0,0.001338688,0,0,0,0,0,0
CU019562.2,0,0,0,0,0,0,0,0,0,0
si:dkey-6d5.1,0,6.71E-05,0.000328623,0,0,0,0.002375297,0,0.005988024,0.017647059
elavl1b,0.07347728,0.033566058,0.071639829,0.040160643,0.038336052,0.064197531,0.113222486,0.043280182,0.080838323,0.064705882
CR550302.2,0.001611344,0.000402793,0.000985869,0.002677376,0.001631321,0.006584362,0.001583531,0,0.001497006,0
CR550302.1,0.000644538,0,0.001314492,0,0.000815661,0.002469136,0,0,0.001497006,0
slc1a8a,0.005478569,0.005169173,0.313835031,0.00669344,0.007340946,0.005761317,0.005542359,0.004555809,0.00748503,0.017647059
rpn2,0.069610055,0.025778733,0.060466645,0.076305221,0.03548124,0.041152263,0.091053048,0.029612756,0.086826347,0.141176471
ghrh,0,0,0,0,0,0,0,0,0,0
cdk5rap1,0.020625201,0.007518797,0.018402892,0.026773762,0.012642741,0.03127572,0.026920032,0.006833713,0.053892216,0.047058824
gdf11,0.004511763,0.001006982,0.000657246,0.005354752,0.001223491,0.001646091,0.000791766,0.002277904,0,0
FP016142.5,0.000322269,0,0.000657246,0,0.00040783,0.001646091,0,0,0.001497006,0
FP016142.6,0.000322269,6.71E-05,0,0.001338688,0,0,0,0,0,0
FP016142.2,0,6.71E-05,0,0,0,0,0,0,0,0
FP016142.7,0,6.71E-05,0,0,0.002446982,0,0,0,0,0
FP016142.1,0.00257815,0.001074114,0.001314492,0.009370817,0.001223491,0.002469136,0.006334125,0,0.004491018,0.005882353
rap1ab,0.042217209,0.016447368,0.09957279,0.041499331,0.021207178,0.068312757,0.062549485,0.027334852,0.088323353,0.135294118
FP003590.1,0.000644538,0.000671321,0.003286231,0.001338688,0,0.000823045,0,0.002277904,0,0
pank4,0.03931679,0.026248657,0.07919816,0.072289157,0.033849918,0.050205761,0.04354711,0.041002278,0.073353293,0.070588235
draxin,0.005800838,0.019199785,0.004929346,0.004016064,0.004893964,0.003292181,0.01821061,0.004555809,0.013473054,0.005882353
zgc:173544,0,0.000268528,0,0,0,0,0,0,0,0
agtrap,0.001289075,0.000872718,0.001314492,0.009370817,0.000815661,0.002469136,0.002375297,0,0.290419162,0.176470588
ctbs,0.000322269,0.000134264,0.000328623,0.001338688,0.00040783,0,0,0,0.130239521,0.147058824
SPATA1,0.000644538,0.000335661,0,0.002677376,0.00040783,0.001646091,0.001583531,0,0.002994012,0
rpf1,0.127296165,0.07518797,0.109760105,0.178045515,0.07137031,0.106995885,0.164687253,0.0523918,0.139221557,0.217647059
CR854846.2,0.000322269,0.000537057,0.002957608,0.001338688,0,0,0.000791766,0,0.002994012,0.005882353
pimr204.1,0,0,0,0.001338688,0,0,0.000791766,0,0,0
arpc4l,0.248146955,0.088144468,0.159053566,0.255689424,0.140293638,0.225514403,0.311955661,0.056947608,0.254491018,0.670588235
tada3l,0.051563004,0.013023631,0.032205061,0.022757697,0.014274062,0.032921811,0.083135392,0.01594533,0.035928144,0.035294118
hmces,0.007412182,0.003289474,0.005586592,0.029451138,0.005709625,0.010699588,0.007917656,0,0.020958084,0.005882353
rab7a,0.139542378,0.051154672,0.121590536,0.195448461,0.10685155,0.13744856,0.234362629,0.038724374,0.407185629,0.470588235
slc25a26,0.010957138,0.003289474,0.011501807,0.033467202,0.006117455,0.018106996,0.022169438,0.006833713,0.040419162,0.076470588
lrig1,0.000322269,0.001006982,0.004600723,0.078982597,0.001223491,0.010699588,0.001583531,0.013667426,0.047904192,0.005882353
kbtbd8,0.032226877,0.025510204,0.129148866,0.026773762,0.031810767,0.035390947,0.050673001,0.041002278,0.130239521,0.064705882
AL844563.1,0,0.000134264,0.000328623,0,0,0.000823045,0,0,0.001497006,0
suclg2,0.015468901,0.005236305,0.014788038,0.032128514,0.010195759,0.020576132,0.01266825,0.006833713,0.086826347,0.164705882
CR769769.2,0.026426039,0.011546724,0.033848176,0.030789826,0.019575856,0.036213992,0.036421219,0.027334852,0.043413174,0.076470588
CR769769.1,0.002900419,0.001006982,0.003286231,0.002677376,0.002446982,0.005761317,0.004750594,0.004555809,0.002994012,0.005882353
CR769769.3,0,0.000201396,0,0,0,0,0.001583531,0,0.001497006,0
BX571952.1,0.057041573,0.002953813,0.001971738,0.004016064,0.001223491,0.01563786,0.108471892,0.009111617,0.001497006,0
tafa4b,0.004834032,0.000738453,0.000328623,0.022757697,0.001631321,0,0.002375297,0,0,0
eogt,0.000322269,0.000201396,0.003943477,0.001338688,0.00040783,0.004115226,0.003958828,0,0,0
tmf1,0.087012568,0.050886144,0.100230036,0.074966533,0.106035889,0.110288066,0.156769596,0.059225513,0.134730539,0.170588235
uba3,0.058008379,0.036587003,0.08774236,0.032128514,0.046492659,0.046090535,0.101346002,0.018223235,0.116766467,0.1
CR589944.2,0,0,0.000328623,0,0,0.000823045,0,0,0,0
CR589944.3,0,0,0.000328623,0,0,0,0,0,0,0
CR589944.1,0.072832743,0.08122986,0.08774236,0.13253012,0.13050571,0.178600823,0.109263658,0.045558087,0.095808383,0.082352941
cishb,0.009990332,0.025912997,0.093986198,0.143239625,0.016721044,0.125925926,0.032462391,0.004555809,0.026946108,0.011764706
rpusd4,0.03416049,0.021549409,0.065395991,0.06961178,0.022022838,0.064197531,0.036421219,0.018223235,0.065868263,0.052941176
twf2b,0.000644538,0.00093985,0.000985869,0.004016064,0.000815661,0.000823045,0.001583531,0,0,0.011764706
qrich1,0.042217209,0.02316058,0.030233322,0.032128514,0.034257749,0.03127572,0.057798892,0.022779043,0.061377246,0.064705882
si:ch211-14i3.2,0.001933613,0.007384533,0.006572461,0.001338688,0.000815661,0.003292181,0.003167063,0,0.001497006,0
zgc:175135,0,0,0,0,0,0,0,0,0,0
zgc:175135.1,0,0,0.000328623,0,0,0.000823045,0,0,0,0
zgc:175135.2,0,0,0,0,0,0,0,0,0,0
LO018315.7,0,0,0.000328623,0,0,0.000823045,0,0,0.001497006,0
LO018315.6,0,0.000268528,0,0,0,0,0,0,0,0
tmcc1b,0.043184015,0.018058539,0.058823529,0.009370817,0.028548124,0.048559671,0.06888361,0.018223235,0.065868263,0.052941176
mustn1b,0.010634869,0.000268528,0.009201446,0.002677376,0.001631321,0.001646091,0.000791766,0.002277904,0.001497006,0.005882353
stimate,0.048662585,0.020139635,0.023660861,0.018741633,0.026101142,0.021399177,0.065716548,0.011389522,0.013473054,0.023529412
SFMBT1,0.036094102,0.021482277,0.068024975,0.044176707,0.027324633,0.018930041,0.047505938,0.038724374,0.139221557,0.129411765
prkcdb,0.009990332,0.002282492,0.004929346,0.057563588,0.042414356,0.023868313,0.007917656,0.002277904,0.27994012,0.258823529
fgd5a,0.003544956,0.002013963,0.002957608,0.022757697,0.070146819,0.000823045,0.007917656,0.002277904,0.00748503,0
dido1,0.415404447,0.279068206,0.436082813,0.358768407,0.470228385,0.388477366,0.558194774,0.275626424,0.381736527,0.294117647
zmynd8,0.089912987,0.01047261,0.010844561,0.017402945,0.015089723,0.04526749,0.08709422,0.01594533,0.053892216,0.023529412
