Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
si:dkey-32m20.1,0,6.71E-05,0.000328623,0,0,0,0,0,0.001497006,0
cacnb2b,0.048662585,0.228517723,0.157081827,0.048192771,0.049347471,0.056790123,0.048297704,0.177676538,0.058383234,0.029411765
mrc1b,0.009668063,0.047798067,0.0170884,0.004016064,0.011011419,0.009876543,0.014251781,0.031890661,0.011976048,0.588235294
si:ch211-106h4.4,0.000966806,0.000335661,0,0,0.00040783,0,0,0,0,0.088235294
si:ch211-106h4.9,0.067676442,0.190588077,0.049622083,0.046854083,0.049347471,0.065843621,0.116389549,0.063781321,0.562874251,0.041176471
si:ch211-106h4.5,0.001289075,6.71E-05,0.000328623,0,0.00040783,0,0.000791766,0,0,0
si:ch211-106h4.6,0,0.000872718,0.000328623,0.001338688,0,0.000823045,0,0.002277904,0.002994012,0
si:ch211-106h4.12,0.001289075,0.001879699,0.001314492,0.152610442,0.002446982,0,0.001583531,0.002277904,0.091317365,0
e2f5,0.001611344,0.000402793,0.000985869,0.00669344,0.000815661,0.000823045,0.000791766,0,0.01497006,0
lrrcc1,0.020302933,0.006578947,0.018402892,0.014725569,0.010195759,0.011522634,0.019794141,0.006833713,0.050898204,0.035294118
ralyl,0.035771834,0.000872718,0.000985869,0,0.001223491,0.004115226,0.010292953,0.002277904,0.001497006,0.005882353
and2,0.000644538,0.000134264,0,0.001338688,0.00040783,0,0.000791766,0,0.002994012,0
retreg1,0.022881083,0.01396348,0.0085442,0,0.022838499,0.020576132,0.031670625,0.002277904,0.017964072,0
BX323064.2,0,6.71E-05,0.000328623,0,0,0,0.001583531,0,0,0
rnf182,0.001933613,0.000738453,0.014788038,0.002677376,0,0.130864198,0.002375297,0,0.00748503,0
ranbp9,0.122462133,0.066527927,0.145251397,0.099062918,0.109298532,0.144855967,0.201108472,0.063781321,0.176646707,0.170588235
nol7,0.044150822,0.017320086,0.06638186,0.06291834,0.021615008,0.049382716,0.052256532,0.009111617,0.110778443,0.135294118
epdr1,0.135997422,0.064983888,0.098915544,0.030789826,0.095840131,0.22962963,0.194774347,0.0523918,0.167664671,0.017647059
stard3nl,0.092491138,0.022354995,0.02037463,0.050870147,0.063621533,0.081481481,0.14330958,0.020501139,0.24251497,0.111764706
tcrg,0,0,0,0,0,0,0,0,0,0
BX323064.1,0,6.71E-05,0,0,0,0,0,0,0,0
trgv1,0,0,0,0,0.000815661,0.000823045,0,0,0,0
amph,0.355784724,0.120099356,0.264212948,0.049531459,0.377243067,0.101234568,0.358669834,0.111617312,0.070359281,0.029411765
otulinb,0.025781502,0.012889366,0.063752875,0.026773762,0.013458401,0.035390947,0.034837688,0.022779043,0.091317365,0.058823529
ankhb,0.107315501,0.039205156,0.043049622,0.025435074,0.019575856,0.041975309,0.145684877,0.006833713,0.020958084,0.005882353
mycb,0.203351595,0.120367884,0.430167598,0.686746988,0.153752039,0.468312757,0.448931116,0.097949886,0.420658683,0.141176471
CR391940.1,0.001611344,0.000671321,0.002628985,0.022757697,0.004078303,0.008230453,0.005542359,0.002277904,0.023952096,0.052941176
fam49ba,0.003544956,0.001476907,0.004929346,0.004016064,0.003670473,0.000823045,0.006334125,0,0.001497006,0.423529412
asap1a,0.109893651,0.062768528,0.059480776,0.101740295,0.041598695,0.079835391,0.166270784,0.034168565,0.097305389,0.017647059
BX663499.2,0,0,0,0,0,0,0,0,0,0
ubtfl,0.103126007,0.025443072,0.051593822,0.124497992,0.068923328,0.057613169,0.102137767,0.038724374,0.127245509,0.1
slc4a2a,0.004189494,0.001409774,0.049950707,0.127175368,0.001223491,0.004938272,0.005542359,0.004555809,0.02994012,0.041176471
ttc19,0.155011279,0.083646617,0.119618797,0.054886212,0.100734095,0.109465021,0.164687253,0.054669704,0.118263473,0.023529412
faim2a,0.132452465,0.034640172,0.022346369,0.046854083,0.055872757,0.082304527,0.137767221,0.01594533,0.056886228,0.052941176
abcf2a,0.085078956,0.057129431,0.131777851,0.151271754,0.055057096,0.091358025,0.136975455,0.027334852,0.269461078,0.311764706
smarcd3a,0.014179826,0.004900644,0.001314492,0.002677376,0.004078303,0.012345679,0.033254157,0.011389522,0.001497006,0
tmub1,0.037060909,0.019535446,0.040092014,0.096385542,0.04730832,0.106995885,0.064133017,0.011389522,0.214071856,0.176470588
fastk,0.014179826,0.007250269,0.023332238,0.030789826,0.009787928,0.024691358,0.020585907,0.009111617,0.056886228,0.047058824
BX323559.6,0,0.000134264,0.000657246,0.001338688,0,0,0.001583531,0,0,0
BX323559.4,0,0,0,0,0.00040783,0,0.001583531,0,0,0
si:dkeyp-73d8.6,0.000966806,0,0,0,0.00040783,0,0,0,0,0
si:dkeyp-73d8.8,0.017724782,0.000402793,0.001643115,0,0.00040783,0.001646091,0.009501188,0,0,0
si:dkeyp-73d8.9,0.015468901,0.000201396,0.002628985,0,0.00040783,0.000823045,0.004750594,0.002277904,0,0
puf60a,0.180792781,0.098751343,0.152152481,0.16064257,0.110522023,0.16872428,0.23594616,0.088838269,0.179640719,0.158823529
BX323559.2,0.000322269,0,0,0,0,0,0,0,0,0
nrbp2a,0.029970996,0.056995166,0.023332238,0.070950469,0.013050571,0.027160494,0.031670625,0.027334852,0.043413174,0.023529412
klhl18,0.045439897,0.048200859,0.041406507,0.032128514,0.017944535,0.051851852,0.06888361,0.041002278,0.043413174,0.041176471
BX323559.5,0.000322269,0.000201396,0,0,0,0,0,0,0,0
bfsp2,0.006123107,0.007653061,0.007886954,0.010709505,0.009380098,0.009053498,0.008709422,0.002277904,0.017964072,0.005882353
zgc:136930,0.004511763,0.00604189,0.011501807,0.008032129,0.008156607,0.005761317,0.003958828,0.004555809,0.011976048,0.017647059
ccr9a,0,0.000134264,0,0.002677376,0.00040783,0,0,0,0,0.5
prpf4ba,0.160812117,0.093045113,0.148537627,0.099062918,0.147226754,0.132510288,0.240696754,0.129840547,0.070359281,0.088235294
si:dkey-154p10.3,0.009023526,0.004095059,0.047321722,0.00669344,0.025693312,0.023045267,0.020585907,0.009111617,0.013473054,0
pxdc1a,0.010957138,0.008458647,0.335852777,0.012048193,0.008972268,0.200823045,0.011084719,0.063781321,0.01497006,0
opn4.1,0.025459233,0.018259936,0.358856392,0.025435074,0.400489396,0.173662551,0.028503563,0.127562642,0.034431138,0.029411765
tmem53,0.037705446,0.019468314,0.061781137,0.012048193,0.055464927,0.111111111,0.057798892,0.022779043,0.050898204,0.029411765
BX323807.1,0,0,0,0,0,0,0,0,0,0
BX323807.2,0,0,0,0,0,0,0,0,0,0
BX294160.1,0.01321302,6.71E-05,0,0,0.000815661,0.000823045,0.003958828,0,0,0
rnf220a,0.092491138,0.032491944,0.038120276,0.045515395,0.038743883,0.037037037,0.083135392,0.018223235,0.047904192,0.023529412
klf17,0.000322269,0.000134264,0,0.004016064,0,0,0,0,0,0
slc6a9,0.203029326,0.131847476,0.083141637,0.095046854,0.077487765,0.134156379,0.163103721,0.138952164,0.510479042,0.164705882
ccdc24,0.009668063,0.008861439,0.002628985,0.001338688,0.002039152,0.01563786,0.011084719,0.002277904,0.010479042,0
zgc:113531,0.001933613,0.000537057,0.000657246,0.111111111,0,0.004115226,0.007917656,0,0.023952096,0
b4galt2,0.070254592,0.017588614,0.007229708,0.030789826,0.014274062,0.01563786,0.100554236,0.009111617,0.013473054,0
BX548164.2,0,6.71E-05,0,0,0,0,0,0,0,0
atp6v0b,0.302288108,0.105263158,0.239566218,0.101740295,0.168026101,0.172839506,0.334125099,0.056947608,0.369760479,0.488235294
kiss1ra,0.008056719,0.000134264,0,0.001338688,0,0.000823045,0.001583531,0,0,0
kif2c,0.000322269,0.000268528,0.000657246,0.001338688,0.001223491,0,0,0,0,0.005882353
ptch2,0.000322269,0.000134264,0.006243838,0.06291834,0,0.036213992,0.000791766,0,0.004491018,0
eif2b3,0.042539478,0.02443609,0.057509037,0.053547523,0.02324633,0.070781893,0.070467142,0.013667426,0.092814371,0.041176471
klhl20,0.027715114,0.014164876,0.02891883,0.026773762,0.021615008,0.020576132,0.07442597,0.009111617,0.067365269,0.041176471
cenpl,0.000322269,6.71E-05,0,0,0,0,0.000791766,0,0.002994012,0
dars2,0.004834032,0.002483888,0.005586592,0.002677376,0.003670473,0.004115226,0.003958828,0.002277904,0.010479042,0.011764706
brinp2,0.070254592,0.032022019,0.005915215,0.005354752,0.058727569,0.033744856,0.077593032,0.009111617,0.01497006,0
astn1,0.118272639,0.063104189,0.019060138,0.020080321,0.088499184,0.051028807,0.173396675,0.038724374,0.031437126,0.011764706
pappa2,0.003867225,0.002819549,0.001971738,0.008032129,0.001223491,0.001646091,0.006334125,0,0.004491018,0
cop1,0.052852079,0.020810956,0.037134407,0.018741633,0.017536705,0.040329218,0.05621536,0.027334852,0.019461078,0.017647059
tnr,0.045439897,0.007384533,0.023003615,0.013386881,0.709624796,0.051028807,0.034045922,0.031890661,0.020958084,0.035294118
CR855337.1,0.367708669,0.012218045,0.020046007,0.049531459,0.040375204,0.065843621,0.189231987,0.018223235,0.020958084,0.505882353
tnn,0.00257815,0.000537057,0.000985869,0.139223561,0.001223491,0,0.002375297,0,0.004491018,0.005882353
FP236741.1,0,0,0,0,0,0,0,0,0,0
mrps14,0.16532388,0.090561224,0.208675649,0.170013387,0.098694943,0.136625514,0.194774347,0.066059226,0.26497006,0.211764706
cacybp,0.076699968,0.037593985,0.126191259,0.113788487,0.065660685,0.065843621,0.128266033,0.013667426,0.206586826,0.229411765
plk3,0.081211731,0.064782492,0.039106145,0.152610442,0.033442088,0.049382716,0.27949327,0.038724374,0.450598802,0.152941176
si:dkey-4i23.5,0.034482759,0.017722879,0.04929346,0.048192771,0.034665579,0.027160494,0.060965954,0.020501139,0.092814371,0.1
ankrd45,0.001933613,0.000671321,0.000328623,0,0,0,0.003167063,0,0.008982036,0
FP016213.1,0.000322269,6.71E-05,0,0,0.00040783,0.001646091,0.001583531,0,0,0
rasal2,0.092813406,0.050416219,0.023660861,0.060240964,0.033442088,0.083950617,0.251781473,0.025056948,0.02994012,0.135294118
dhx9,0.069610055,0.043904404,0.077555044,0.038821954,0.037520392,0.047736626,0.09976247,0.031890661,0.056886228,0.094117647
lamc1,0.001611344,0.000872718,0.0213605,0.124497992,0.003262643,0.09382716,0.007917656,0.002277904,0.088323353,0.023529412
lamc2,0,0,0,0,0,0,0,0,0,0
nmnat2,0.089912987,0.022556391,0.017417023,0.008032129,0.046900489,0.02962963,0.243863816,0.020501139,0.00748503,0.005882353
smg7,0.201740251,0.121911923,0.211304634,0.139223561,0.169249592,0.190123457,0.273159145,0.109339408,0.230538922,0.194117647
trdc,0,0.000201396,0,0,0,0,0,0,0.001497006,0
BX681417.2,0,6.71E-05,0,0,0,0.000823045,0,0,0,0.023529412
tradv14.0,0,0,0,0.001338688,0,0,0,0,0,0
tradv15.0,0,0,0,0,0,0,0,0,0,0.005882353
CU571384.1,0.0051563,0.002349624,0.006572461,0.008032129,0.002854812,0.008230453,0.006334125,0.002277904,0.013473054,0.005882353
BX901889.2,0,0,0.000328623,0,0,0.004938272,0,0,0.001497006,0
BX901889.1,0,0,0.000328623,0,0,0.002469136,0,0,0,0
ing5b,0.000322269,0.000201396,0.001314492,0.012048193,0.00040783,0.011522634,0.001583531,0,0.00748503,0.005882353
pak2a,0.021269739,0.003289474,0.024318107,0.076305221,0.014274062,0.188477366,0.011084719,0.006833713,0.131736527,0.464705882
klhl6,0,0,0,0.004016064,0,0.000823045,0,0,0,0.094117647
ccnl1b,0.097647438,0.071495704,0.117975682,0.16064257,0.068107667,0.109465021,0.142517815,0.027334852,0.221556886,0.435294118
ptx3b,0.003222688,0.000268528,0.000657246,0.008032129,0.00040783,0,0,0.002277904,0,0
golim4b,0.000644538,0.000201396,0.000657246,0.00669344,0,0.005761317,0.001583531,0,0,0
pdcd10b,0.122139865,0.04632116,0.127177128,0.112449799,0.097879282,0.10617284,0.168646081,0.036446469,0.22754491,0.152941176
slitrk3b,0.001289075,0.000671321,0.001314492,0,0.00040783,0,0.007125891,0.002277904,0,0
nrd1a,0.05252981,0.036452739,0.121261913,0.072289157,0.039559543,0.060082305,0.062549485,0.077448747,0.151197605,0.076470588
si:dkey-193b15.8,0.046728972,0.004162191,0.002628985,0.002677376,0.003670473,0.009876543,0.065716548,0.002277904,0.001497006,0
BX470229.1,0.000644538,0,0,0,0,0,0.000791766,0,0.004491018,0
rabgap1l2,0.0051563,0.002081096,0.001314492,0.004016064,0.001223491,0.000823045,0.008709422,0.002277904,0.167664671,0.005882353
si:dkey-193b15.5,0.000644538,0.000134264,0.000328623,0,0,0.000823045,0.000791766,0,0,0
zgc:153654,0.002255881,0.000335661,0.000328623,0.001338688,0,0.005761317,0.003958828,0,0.001497006,0
map1sb,0.182404125,0.03806391,0.027604338,0.029451138,0.026101142,0.194238683,0.334125099,0.011389522,0.026946108,0.005882353
CARTPT,0.001289075,0.000268528,0,0,0,0.000823045,0.022961203,0,0.001497006,0
gadd45bb,0.07605543,0.019199785,0.031876438,0.246318608,0.021207178,0.148148148,0.233570863,0.025056948,0.167664671,0.147058824
gng7,0.1836932,0.013292159,0.043706868,0.141900937,0.03588907,0.268312757,0.293745051,0.022779043,0.088323353,0.023529412
diras1b,0.000322269,0.000134264,0.002957608,0,0,0,0.003167063,0.006833713,0.001497006,0
zgc:101744,0.003544956,0.003020945,0.018074269,0.060240964,0.002854812,0.131687243,0.007917656,0.004555809,0.426646707,0.011764706
slc1a8b,0.006123107,0.003356606,0.401577391,0.016064257,0.003670473,0.004115226,0.005542359,0.006833713,0.055389222,0.005882353
elavl1a,0.14953271,0.090829753,0.170555373,0.13253012,0.091761827,0.146502058,0.224069675,0.056947608,0.236526946,0.217647059
pex19,0.085078956,0.043233083,0.075254683,0.053547523,0.046084829,0.073251029,0.087885986,0.020501139,0.158682635,0.064705882
tspan37,0.017724782,0.003960795,0.006572461,0.005354752,0.006117455,0.011522634,0.026128266,0.002277904,0.145209581,0.170588235
copa,0.083467612,0.045179914,0.144265527,0.108433735,0.060766721,0.096296296,0.128266033,0.050113895,0.248502994,0.258823529
apoda.2,0,6.71E-05,0.002957608,0,0,0,0,0,0.002994012,0
apoda.1,0.007734451,0.005840494,0.009530069,0.012048193,0.006933116,0.010699588,0.011084719,0.002277904,0.010479042,0.005882353
samd7,0.009345794,0.008525779,0.246795925,0.012048193,0.007748777,0.011522634,0.009501188,0.195899772,0.011976048,0.029411765
sec62,0.339671286,0.217843716,0.247453171,0.210174029,0.214926591,0.320987654,0.321456849,0.177676538,0.351796407,0.247058824
nadkb,0.008378988,0.012083781,0.053894183,0.022757697,0.013458401,0.028806584,0.0253365,0.01594533,0.089820359,0.123529412
gpr160,0,6.71E-05,0.000328623,0,0,0,0.000791766,0,0,0
skila,0.022881083,0.004900644,0.006572461,0.013386881,0.004893964,0.016460905,0.032462391,0.002277904,0.00748503,0.023529412
prkci,0.04189494,0.020341031,0.057180414,0.092369478,0.031402936,0.091358025,0.093428345,0.018223235,0.161676647,0.1
phc3,0.003544956,0.000805585,0,0,0.000815661,0,0.002375297,0,0,0
si:dkey-57k2.7,0.008701257,0.005773362,0.015116661,0.038821954,0.012642741,0.018930041,0.01266825,0.004555809,0.04491018,0.035294118
si:dkey-57k2.7.1,0.058652917,0.031954887,0.060138022,0.164658635,0.092985318,0.079012346,0.075217736,0.038724374,0.083832335,0.082352941
si:dkey-57k2.6,0,0,0.000328623,0.012048193,0,0,0,0,0.002994012,0
dapk3,0.011601676,0.007384533,0.023332238,0.046854083,0.01182708,0.021399177,0.032462391,0.013667426,0.031437126,0.017647059
sppl2,0.047695778,0.024570354,0.071311206,0.03480589,0.038336052,0.055144033,0.072050673,0.011389522,0.128742515,0.035294118
arhgef18a,0.000644538,0.000402793,0.001971738,0.016064257,0.00040783,0.044444444,0,0.006833713,0.028443114,0.017647059
insra,0.135675153,0.063708378,0.248767663,0.212851406,0.163132137,0.268312757,0.212193191,0.209567198,0.311377246,0.2
hiat1a,0.026748308,0.01013695,0.020703253,0.024096386,0.017944535,0.046090535,0.045130641,0.009111617,0.049401198,0.052941176
myo9b,0.000322269,0.000134264,0,0.008032129,0,0.004115226,0.000791766,0,0.00748503,0.058823529
MYADM.1,0,0,0,0.002677376,0,0.000823045,0,0,0.004491018,0.011764706
nfatc4,0,0.000201396,0.001643115,0.022757697,0,0.013168724,0,0,0,0
ltb4r2b,0,0.000201396,0,0.008032129,0,0,0.000791766,0,0.001497006,0
sdr39u1,0.036416371,0.017320086,0.049950707,0.033467202,0.02324633,0.055967078,0.049881235,0.006833713,0.062874251,0.058823529
rpph1,0.065098292,0.043837272,0.043706868,0.061579652,0.044045677,0.063374486,0.124307205,0.025056948,0.061377246,0.082352941
mettl17,0.038027715,0.013896348,0.025961222,0.025435074,0.014681892,0.027983539,0.050673001,0.013667426,0.040419162,0.035294118
AL954692.1,0.001289075,0.001812567,0.000657246,0.004016064,0.001631321,0.001646091,0.005542359,0,0.001497006,0.005882353
parp2,0.021914277,0.008324382,0.011501807,0.029451138,0.014274062,0.026337449,0.036421219,0.006833713,0.047904192,0.070588235
si:ch211-284o19.8,0.000966806,0.000402793,0.000657246,0.005354752,0.000815661,0.000823045,0.000791766,0,0,0.135294118
zgc:66427,0.04189494,0.019132653,0.021031876,0.070950469,0.026101142,0.032098765,0.049881235,0.018223235,0.176646707,0.223529412
cbln13,0,0.000268528,0.000328623,0.001338688,0.00040783,0,0,0,0,0.017647059
hbl2,0,0,0,0,0,0.000823045,0,0,0,0
zmp:0000000729,0,0,0.000657246,0.00669344,0.00040783,0.007407407,0,0,0,0.005882353
tep1,0.0051563,0.004095059,0.015445284,0.013386881,0.016721044,0.027160494,0.017418844,0.006833713,0.032934132,0.052941176
LO017954.1,0.000322269,0.000201396,0.002300361,0.001338688,0,0,0,0,0.004491018,0
cbln9,0,0,0,0,0,0,0,0,0.005988024,0
apol1,0,0.000335661,0.000657246,0.005354752,0,0.004938272,0.000791766,0.002277904,0.008982036,0.023529412
si:rp71-1g18.13,0,0.000335661,0.001643115,0.013386881,0.000815661,0.002469136,0.001583531,0.002277904,0,0.088235294
pcp4l1,0.285207863,0.39023899,0.088399606,0.117804552,0.111337684,0.160493827,0.211401425,0.138952164,0.103293413,0.052941176
dcaf8,0.064776023,0.038265306,0.078212291,0.037483266,0.045269168,0.051851852,0.070467142,0.045558087,0.046407186,0.035294118
hnrnpc,0.060586529,0.021079484,0.036148538,0.0562249,0.030995106,0.072427984,0.088677751,0.022779043,0.074850299,0.088235294
cbln5,0.000322269,0,0,0,0,0,0,0,0,0
casq1a,0.000322269,0,0.000328623,0,0,0,0,0,0.001497006,0
si:rp71-1g18.1,0.029970996,0.015507519,0.013144923,0.033467202,0.017128874,0.021399177,0.035629454,0.01594533,0.00748503,0.023529412
tox4a,0.012246213,0.003960795,0.009858692,0.010709505,0.004486134,0.016460905,0.023752969,0,0.019461078,0.017647059
chd8,0.061553335,0.034438776,0.06210976,0.0562249,0.034257749,0.047736626,0.101346002,0.034168565,0.065868263,0.064705882
cbln12,0.000322269,0.000134264,0.000328623,0,0.00040783,0,0.002375297,0,0,0
trim110,0.000644538,0.000402793,0.0170884,0,0.000815661,0.002469136,0.001583531,0.004555809,0.005988024,0
sall2,0.007089913,0.00570623,0.07065396,0.014725569,0.004486134,0.021399177,0.015835313,0,0.035928144,0
mmp14b,0,0.000268528,0.005586592,0.156626506,0.000815661,0.020576132,0,0.002277904,0.02994012,0.176470588
acin1a,0.470190139,0.29981203,0.425895498,0.414993307,0.385399674,0.401646091,0.634204276,0.264236902,0.404191617,0.5
C2H14orf119,0.045439897,0.01396348,0.032533684,0.135207497,0.030995106,0.054320988,0.063341251,0.006833713,0.142215569,0.123529412
si:ch211-14a17.10,0.000322269,0.000268528,0.011501807,0.002677376,0,0.001646091,0,0,0.004491018,0.011764706
dhrs1,0.038672253,0.022354995,0.072625698,0.236947791,0.101549755,0.109465021,0.052256532,0.01594533,0.089820359,0.041176471
homeza,0.011601676,0.011949517,0.316135393,0.207496653,0.030179445,0.178600823,0.024544735,0.01594533,0.291916168,0.052941176
rnf212b,0,0,0,0,0,0,0,0,0.001497006,0
zp3f.1,0,6.71E-05,0.000657246,0.004016064,0.000815661,0.000823045,0,0,0.002994012,0
zp3f.2,0.000644538,0.000335661,0.000328623,0,0.001223491,0,0.000791766,0,0.004491018,0
ap1g2,0.038027715,0.021415145,0.039434768,0.016064257,0.034257749,0.048559671,0.073634204,0.01594533,0.112275449,0.011764706
nedd8l,0.05252981,0.018461332,0.057180414,0.032128514,0.013458401,0.052674897,0.087885986,0.01594533,0.122754491,0.070588235
slc7a8b,0.001611344,0.005840494,0.001643115,0.002677376,0.001631321,0.003292181,0,0.002277904,0.282934132,0
prmt5,0.023203352,0.010942535,0.023989484,0.02811245,0.01223491,0.018930041,0.032462391,0.01594533,0.098802395,0.082352941
psmb11a,0.000644538,0,0,0,0,0,0,0,0,0
psmb5,0.068965517,0.027994092,0.086099244,0.082998661,0.03548124,0.089711934,0.09976247,0.022779043,0.196107784,0.182352941
cdh24b,0.055430229,0.012218045,0.0042721,0.002677376,0.002854812,0.010699588,0.022961203,0.002277904,0.005988024,0
FQ377660.1,0.002900419,6.71E-05,0,0,0,0,0.005542359,0,0,0
carmil3,0.193683532,0.02060956,0.113046336,0.010709505,0.034665579,0.034567901,0.110847189,0.022779043,0.00748503,0.005882353
